rank,title,author,rating,ratings_count,score,votes,book_url,page
190,The Woods,Harlan Coben,4.06,115106.0,3280,39.0,https://www.goodreads.com/book/show/43931.The_Woods,2
191,"A Beautiful Blue Death (Charles Lenox Mysteries, #1)",Charles Finch,3.66,18463.0,3279,35.0,https://www.goodreads.com/book/show/1044816.A_Beautiful_Blue_Death,2
192,Hidden Pictures,Jason Rekulak,4.13,687508.0,3256,34.0,https://www.goodreads.com/book/show/58724923-hidden-pictures,2
193,The Runaway Jury,John Grisham,4.03,318348.0,3238,38.0,https://www.goodreads.com/book/show/24192.The_Runaway_Jury,2
194,True North: A Nation Stands,Keith Landry,4.65,48.0,3177,32.0,https://www.goodreads.com/book/show/228423327-true-north,2
195,Who Has Buried the Dead?: From Stalin to Putin … The last great secret of World War Two,K.G.E. Konkel,4.32,1669.0,3154,35.0,https://www.goodreads.com/book/show/83171755-who-has-buried-the-dead,2
196,"The Jigsaw Man (Inspector Anjelica Henley, #1)",Nadine Matheson,3.88,20035.0,3131,33.0,https://www.goodreads.com/book/show/53331565-the-jigsaw-man,2
197,"Divergent (Divergent, #1)",Veronica Roth,4.13,4484149.0,3112,38.0,https://www.goodreads.com/book/show/13335037-divergent,2
198,Animal Farm,George Orwell,4.03,4795932.0,3042,37.0,https://www.goodreads.com/book/show/170448.Animal_Farm,2
199,"The Girl Who Kicked the Hornet’s Nest (Millennium, #3)",Stieg Larsson,4.25,788766.0,3017,37.0,https://www.goodreads.com/book/show/6892870-the-girl-who-kicked-the-hornet-s-nest,2
200,"The Shining (The Shining, #1)",Stephen King,4.28,1765644.0,3005,37.0,https://www.goodreads.com/book/show/11588.The_Shining,2
201,The Wrong Daughter,Dandy Smith,3.96,71048.0,2997,31.0,https://www.goodreads.com/book/show/199551453-the-wrong-daughter,3
202,The Maid's Diary,Loreth Anne White,4.2,125803.0,2985,31.0,https://www.goodreads.com/book/show/60588456-the-maid-s-diary,3
203,"The Last Olympian (Percy Jackson and the Olympians, #5)",Rick Riordan,4.56,1190600.0,2975,35.0,https://www.goodreads.com/book/show/4556058-the-last-olympian,3
204,Childhood’s End,Arthur C. Clarke,4.12,178456.0,2937,32.0,https://www.goodreads.com/book/show/414999.Childhood_s_End,3
205,The Coworker,Freida McFadden,3.73,655162.0,2934,31.0,https://www.goodreads.com/book/show/123423832-the-coworker,3
206,"Crossroads and the Dominion of Four (Crossroads, #2)",C. Toni Graham,4.3,3344.0,2923,33.0,https://www.goodreads.com/book/show/36954958-crossroads-and-the-dominion-of-four,3
207,Drowning,T.J. Newman,4.14,60691.0,2909,30.0,https://www.goodreads.com/book/show/59345230-drowning,3
208,"National Security (Jericho Quinn, #1)",Marc Cameron,4.13,9505.0,2902,30.0,https://www.goodreads.com/book/show/12827518-national-security,3
209,Those Empty Eyes,Charlie Donlea,4.13,116637.0,2901,30.0,https://www.goodreads.com/book/show/62984900-those-empty-eyes,3
210,Shadow's Siege (Shadow Island #15),Mary Stone,4.61,4618.0,2891,30.0,https://www.goodreads.com/book/show/209607645-shadow-s-siege,3
211,"The Maze Runner (The Maze Runner, #1)",James Dashner,4.06,1745328.0,2890,35.0,https://www.goodreads.com/book/show/6186357-the-maze-runner,3
212,"False Flag (Jason Trapp, #2)",Jack Slater,4.53,15662.0,2888,30.0,https://www.goodreads.com/book/show/51011287-false-flag,3
213,Code Red (Mitch Rapp #22),Kyle Mills,4.4,21816.0,2843,30.0,https://www.goodreads.com/book/show/109238891-code-red,3
214,The Odd and The Strange: A Collection of Very Short Fiction,Harvey Havel,4.33,1203.0,2839,31.0,https://www.goodreads.com/book/show/55869374-the-odd-and-the-strange,3
215,"Red Queen (Red Queen, #1)",Victoria Aveyard,3.97,1219938.0,2807,33.0,https://www.goodreads.com/book/show/22328546-red-queen,3
216,"Crossroads and the Himalayan Crystals (Crossroads, #1)",C. Toni Graham,4.33,11432.0,2800,33.0,https://www.goodreads.com/book/show/16220184-crossroads-and-the-himalayan-crystals,3
216,"Hell's Corner (The Camel Club, #5)",David Baldacci,4.2,45894.0,2800,30.0,https://www.goodreads.com/book/show/8045080-hell-s-corner,3
218,"Weapons Grade (Jack Ryan Jr, #17; Jack Ryan Universe, #36)",Don Bentley,4.32,7718.0,2757,29.0,https://www.goodreads.com/book/show/75480932-weapons-grade,3
219,The Locked Door,Freida McFadden,3.97,743656.0,2748,29.0,https://www.goodreads.com/book/show/57795665-the-locked-door,3
219,The Deserter (Scott Brodie & Maggie Taylor #1),Nelson DeMille,4.09,20413.0,2748,29.0,https://www.goodreads.com/book/show/44155068-the-deserter,3
221,"The Black Order (Tom Clancy's Op-Center, #20)",Jeff Rovin,3.9,1164.0,2733,28.0,https://www.goodreads.com/book/show/54860442-the-black-order,3
222,Paradox Effect: Time Travel and Purified DNA Merge to Halt the Collapse of Human Existence,Gabriel F.W. Koch,4.33,10005.0,2725,31.0,https://www.goodreads.com/book/show/27111181-paradox-effect,3
223,Never,Ken Follett,4.09,76257.0,2705,28.0,https://www.goodreads.com/book/show/57747930-never,3
224,"Quicker (Ell Donsaii, #1)",Laurence E. Dahners,4.33,4125.0,2692,28.0,https://www.goodreads.com/book/show/21642297-quicker,3
225,The Traitor's Emblem,Juan Gómez-Jurado,3.86,4391.0,2691,27.0,https://www.goodreads.com/book/show/10204213-the-traitor-s-emblem,3
226,The Assassin's Betrayal (Jason Drake #1),Auston King,4.29,6504.0,2688,28.0,https://www.goodreads.com/book/show/55622519-the-assassin-s-betrayal,3
227,"The Shaft: A Supernatural Thriller (The Global Calling, #1)",Scott B Delaney,4.85,165.0,2679,27.0,https://www.goodreads.com/book/show/58581309-the-shaft,3
228,Slaughterhouse-Five,Kurt Vonnegut Jr.,4.1,1525512.0,2671,33.0,https://www.goodreads.com/book/show/4981.Slaughterhouse_Five,3
229,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,4.5,3916652.0,2660,35.0,https://www.goodreads.com/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix,3
230,"Inferno (Robert Langdon, #4)",Dan Brown,3.91,609547.0,2657,32.0,https://www.goodreads.com/book/show/17212231-inferno,3
231,"Judgment Prey (Lucas Davenport, #33; Virgil Flowers, #15)",John Sandford,4.35,28948.0,2649,28.0,https://www.goodreads.com/book/show/91246894-judgment-prey,3
232,Brotherhood of the Goat (Alex Mason #10),David Archer,4.43,3113.0,2626,27.0,https://www.goodreads.com/book/show/174200954-brotherhood-of-the-goat,3
233,His Forefathers and Mick,Michael G. Kramer,4.3,8510.0,2602,30.0,https://www.goodreads.com/book/show/219849520-his-forefathers-and-mick,3
234,This Time Tomorrow,Emma Straub,3.8,166808.0,2599,27.0,https://www.goodreads.com/book/show/59089704-this-time-tomorrow,3
235,Dead Fall (Scot Harvath #22),Brad Thor,4.39,16860.0,2598,27.0,https://www.goodreads.com/book/show/63278248-dead-fall,3
236,"Just One Damned Thing After Another (The Chronicles of St Mary's, #1)",Jodi Taylor,3.87,54567.0,2589,27.0,https://www.goodreads.com/book/show/29661618-just-one-damned-thing-after-another,3
237,House Rules,Jodi Picoult,4.04,192928.0,2578,28.0,https://www.goodreads.com/book/show/6614960-house-rules,3
238,Murder in the Family,Cara Hunter,3.7,55363.0,2573,27.0,https://www.goodreads.com/book/show/63241097-murder-in-the-family,3
239,INNOCENT AGAIN: A LEGAL THRILLER (THE SECOND CHANCE NOVEL SERIES),Steven Decker,4.31,1000.0,2559,27.0,https://www.goodreads.com/book/show/228687345-innocent-again,3
240,The Magus,John Fowles,4.05,66266.0,2547,28.0,https://www.goodreads.com/book/show/16286.The_Magus,3
241,"Eclipse (The Twilight Saga, #3)",Stephenie Meyer,3.75,2037384.0,2540,30.0,https://www.goodreads.com/book/show/428263.Eclipse,3
242,"New Moon (The Twilight Saga, #2)",Stephenie Meyer,3.62,2178496.0,2538,30.0,https://www.goodreads.com/book/show/49041.New_Moon,3
244,The Importance of Being Earnest,Oscar Wilde,4.17,415518.0,2525,29.0,https://www.goodreads.com/book/show/92303.The_Importance_of_Being_Earnest,3
245,The Cases Nobody Wanted (O'Shaughnessy Investigations Inc. Mystery Series Book 1),A.G. Russo,4.35,2100.0,2522,28.0,https://www.goodreads.com/book/show/199121904-the-cases-nobody-wanted,3
246,"Good Girl, Bad Blood (A Good Girl's Guide to Murder, #2)",Holly Jackson,4.25,844564.0,2520,28.0,https://www.goodreads.com/book/show/51335759-good-girl-bad-blood,3
247,Blackbird (Hart's Ridge #9),Kay Bratt,4.59,6343.0,2514,26.0,https://www.goodreads.com/book/show/202763540-blackbird,3
248,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,4.31,3556669.0,2510,32.0,https://www.goodreads.com/book/show/28187.The_Lightning_Thief,3
249,Winter's Mourn (Winter Black #1),Mary Stone,4.28,36084.0,2507,26.0,https://www.goodreads.com/book/show/51018423-winter-s-mourn,3
250,"The Spy Coast (The Martini Club, #1)",Tess Gerritsen,4.3,119257.0,2497,26.0,https://www.goodreads.com/book/show/131068071-the-spy-coast,3
251,The Ministry of Time,Kaliane Bradley,3.55,266448.0,2491,26.0,https://www.goodreads.com/book/show/199798179-the-ministry-of-time,3
252,Legacy of Shadows: An International Crime Thriller (The Family Legacy Series),Carolyn M. Bowen,4.36,1468.0,2488,28.0,https://www.goodreads.com/book/show/209512366-legacy-of-shadows,3
253,The Goldfinch,Donna Tartt,3.97,1081325.0,2478,30.0,https://www.goodreads.com/book/show/17333223-the-goldfinch,3
253,"One Last Kill (Tracy Crosswhite, #10)",Robert Dugoni,4.48,26570.0,2478,26.0,https://www.goodreads.com/book/show/62059957-one-last-kill,3
255,"Lost Identity (Remmich/Miller, #1)",Karl Braungart,4.28,5861.0,2471,26.0,https://www.goodreads.com/book/show/59245765-lost-identity,3
256,"No Plan B (Jack Reacher, #27)",Lee Child,3.97,66618.0,2461,26.0,https://www.goodreads.com/book/show/60048804-no-plan-b,3
257,Possession,A.S. Byatt,3.9,86468.0,2458,27.0,https://www.goodreads.com/book/show/41219.Possession,3
258,Paper Towns,John Green,3.7,1519487.0,2450,28.0,https://www.goodreads.com/book/show/6442769-paper-towns,3
259,"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)",Gregory Maguire,3.5,696782.0,2426,29.0,https://www.goodreads.com/book/show/37442.Wicked,3
260,"The Giver (Giver, #1)",Lois Lowry,4.12,2899665.0,2403,29.0,https://www.goodreads.com/book/show/3636.The_Giver,3
260,"Betrayal of Faith (Zachary Blake Legal Thriller, #1)",Mark M. Bello,4.32,3325.0,2403,27.0,https://www.goodreads.com/book/show/35879147-betrayal-of-faith,3
262,"The Hero of Ages (Mistborn, #3)",Brandon Sanderson,4.56,651780.0,2394,26.0,https://www.goodreads.com/book/show/2767793-the-hero-of-ages,3
263,Homo Cosmicus 2: Titan: A Science Fiction Novel,Todor Bombov,4.38,1747.0,2390,27.0,https://www.goodreads.com/book/show/61085357-homo-cosmicus-2,3
264,"Mistborn: The Final Empire (Mistborn, #1)",Brandon Sanderson,4.48,1075926.0,2375,27.0,https://www.goodreads.com/book/show/68428.Mistborn,3
265,The Woman in White,Wilkie Collins,4.02,171179.0,2364,29.0,https://www.goodreads.com/book/show/5890.The_Woman_in_White,3
266,"Off the Grid (Joe Pickett, #16)",C.J. Box,4.31,25813.0,2361,25.0,https://www.goodreads.com/book/show/25690957-off-the-grid,3
267,Victor's Blessing,Barbara Sontheimer,4.33,6153.0,2338,25.0,https://www.goodreads.com/book/show/63140926-victor-s-blessing,3
268,"The Last Sentinel (Clayton White, #2)",Simon Gervais,4.34,6262.0,2337,24.0,https://www.goodreads.com/book/show/59126607-the-last-sentinel,3
269,Black Eagle (Jason Trapp #6),Jack Slater,4.5,7117.0,2323,24.0,https://www.goodreads.com/book/show/57070959-black-eagle,3
270,"Before the Coffee Gets Cold (Before the Coffee Gets Cold, #1)",Toshikazu Kawaguchi,3.64,770305.0,2316,24.0,https://www.goodreads.com/book/show/44421460-before-the-coffee-gets-cold,3
271,James Ed Hoskins and the One-Room Schoolhouse: The Unprosecuted Crime Against Children,Shafter Bailey,4.38,861.0,2310,26.0,https://www.goodreads.com/book/show/191385541-james-ed-hoskins-and-the-one-room-schoolhouse,3
272,"The Hitchhiker’s Guide to the Galaxy (The Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,4.22,2073646.0,2309,29.0,https://www.goodreads.com/book/show/386162.The_Hitchhiker_s_Guide_to_the_Galaxy,3
273,"City of Ashes (The Mortal Instruments, #2)",Cassandra Clare,4.1,1010814.0,2295,29.0,https://www.goodreads.com/book/show/1582996.City_of_Ashes,3
274,How to Stop Time,Matt Haig,3.82,234379.0,2294,24.0,https://www.goodreads.com/book/show/45152372-how-to-stop-time,3
275,"A Team of One (Unsanctioned Asset, #1)",Brad Lee,4.55,7570.0,2293,24.0,https://www.goodreads.com/book/show/59354407-a-team-of-one,3
276,An Old Soul,M. Kevin Hayden,3.96,418.0,2281,24.0,https://www.goodreads.com/book/show/233004379-an-old-soul,3
277,"The Lace Reader (Salem, #1)",Brunonia Barry,3.48,29563.0,2270,24.0,https://www.goodreads.com/book/show/1951125.The_Lace_Reader,3
278,Confessions of an Ugly Stepsister,Gregory Maguire,3.55,62906.0,2261,24.0,https://www.goodreads.com/book/show/18943.Confessions_of_an_Ugly_Stepsister,3
279,"Beautiful Creatures (Caster Chronicles, #1)",Kami Garcia,3.78,626318.0,2254,26.0,https://www.goodreads.com/book/show/6304335-beautiful-creatures,3
280,Macbeth,William Shakespeare,3.89,1053966.0,2250,28.0,https://www.goodreads.com/book/show/8852.Macbeth,3
281,The Historian,Elizabeth Kostova,3.8,281091.0,2243,26.0,https://www.goodreads.com/book/show/30236962-the-historian,3
282,"Stuck in Between (Bound by Your Love, #1)",Blakely Bennett,3.55,1269.0,2241,23.0,https://www.goodreads.com/book/show/20560304-stuck-in-between,3
283,"The A.B.C. Murders (Hercule Poirot, #13)",Agatha Christie,4.03,213940.0,2233,26.0,https://www.goodreads.com/book/show/16322.The_A_B_C_Murders,3
284,Making Hearts,Jack Getze,4.25,2187.0,2228,24.0,https://www.goodreads.com/book/show/56313556-making-hearts,3
284,"Her Name Is Knight (Nena Knight, #1)",Yasmin Angoe,4.31,13712.0,2228,23.0,https://www.goodreads.com/book/show/56985443-her-name-is-knight,3
286,Gabriel's Fire (The Men of Thorne Enterprises #2),Lotchie Burton,4.31,6787.0,2220,26.0,https://www.goodreads.com/book/show/41462526-gabriel-s-fire,3
287,This Is How You Lose the Time War,Amal El-Mohtar,3.82,372578.0,2209,23.0,https://www.goodreads.com/book/show/43352954-this-is-how-you-lose-the-time-war,3
288,The Last Time They Met,Anita Shreve,3.49,19263.0,2208,23.0,https://www.goodreads.com/book/show/96082.The_Last_Time_They_Met,3
289,The Bones at Point No Point (A Thomas Austin Crime Thriller #1),D.D. Black,4.22,24325.0,2203,23.0,https://www.goodreads.com/book/show/62100609-the-bones-at-point-no-point,3
290,"The Hawthorne Legacy (The Inheritance Games, #2)",Jennifer Lynn Barnes,4.18,668205.0,2186,25.0,https://www.goodreads.com/book/show/50531218-the-hawthorne-legacy,3
291,The Road,Cormac McCarthy,4.0,1085502.0,2163,28.0,https://www.goodreads.com/book/show/6288.The_Road,3
292,The Good Girl,Mary Kubica,3.8,295666.0,2133,25.0,https://www.goodreads.com/book/show/18812405-the-good-girl,3
293,Sidewinder (Rachel Hatch #11),L.T. Ryan,4.52,7789.0,2131,22.0,https://www.goodreads.com/book/show/148964801-sidewinder,3
294,Down in the Valley,Lisa Kaniut Cobb,4.38,1108.0,2128,24.0,https://www.goodreads.com/book/show/208354245-down-in-the-valley,3
295,Murder Board (Boston Crime Thriller #1),Brian Christopher Shea,4.18,6276.0,2114,22.0,https://www.goodreads.com/book/show/51248257-murder-board,3
296,Forever and Ever,Anthony Hulse,4.07,115.0,2108,22.0,https://www.goodreads.com/book/show/22450983-forever-and-ever,3
297,Where the Crawdads Sing,Delia Owens,4.37,3786566.0,2088,26.0,https://www.goodreads.com/book/show/36809135-where-the-crawdads-sing,3
298,Misery,Stephen King,4.22,857347.0,2072,25.0,https://www.goodreads.com/book/show/10614.Misery,3
299,The Weight of Water,Anita Shreve,3.65,30282.0,2052,23.0,https://www.goodreads.com/book/show/228534.The_Weight_of_Water,3
300,Eye for Eye (Talion #1),J.K. Franko,4.24,4249.0,2044,23.0,https://www.goodreads.com/book/show/43565225-eye-for-eye,3
301,"Body In The Woods (Jack Ludefance, #2)",Behcet Kaya,4.32,5587.0,2043,22.0,https://www.goodreads.com/book/show/48502633-body-in-the-woods,4
301,A Decade of Desire: Erotic Memoirs from The Office Diaries,Charles Dyson,4.36,730.0,2043,23.0,https://www.goodreads.com/book/show/57601103-a-decade-of-desire,4
303,The Little Prince,Antoine de Saint-Exupéry,4.34,2600098.0,2041,23.0,https://www.goodreads.com/book/show/157993.The_Little_Prince,4
303,The Trial of Joe Harlan Junior (Talion #0.5),J.K. Franko,4.32,913.0,2041,25.0,https://www.goodreads.com/book/show/90779476-the-trial-of-joe-harlan-junior,4
305,"Hunt Them Down (Pierce Hunt, #1)",Simon Gervais,4.28,12123.0,2027,21.0,https://www.goodreads.com/book/show/39884814-hunt-them-down,4
306,Tier One (Tier One #1),Brian Andrews,4.15,16183.0,2024,21.0,https://www.goodreads.com/book/show/30196482-tier-one,4
307,The Catcher in the Rye,J.D. Salinger,3.8,4006682.0,2022,27.0,https://www.goodreads.com/book/show/5107.The_Catcher_in_the_Rye,4
308,"The Bad Beginning (A Series of Unfortunate Events, #1)",Lemony Snicket,4.03,585715.0,2021,25.0,https://www.goodreads.com/book/show/78411.The_Bad_Beginning,4
308,The Frozen River,Ariel Lawhon,4.37,695158.0,2021,21.0,https://www.goodreads.com/book/show/112975658-the-frozen-river,4
310,"Daughter of the Moon Goddess (The Celestial Kingdom, #1)",Sue Lynn Tan,4.05,136678.0,2018,22.0,https://www.goodreads.com/book/show/57789637-daughter-of-the-moon-goddess,4
311,"Wicked Lovely (Wicked Lovely, #1)",Melissa Marr,3.7,166995.0,2012,23.0,https://www.goodreads.com/book/show/305234.Wicked_Lovely,4
311,Isabella Warrior Queen,Michael G. Kramer,4.3,5425.0,2012,24.0,https://www.goodreads.com/book/show/162017068-isabella-warrior-queen,4
313,"Death at a Highland Wedding (A Rip Through Time, #4)",Kelley Armstrong,4.24,6222.0,2009,21.0,https://www.goodreads.com/book/show/217387653-death-at-a-highland-wedding,4
314,In Any Lifetime,Marc Guggenheim,3.78,7432.0,2003,21.0,https://www.goodreads.com/book/show/198619824-in-any-lifetime,4
315,The Great Gatsby,F. Scott Fitzgerald,3.93,6131653.0,1990,26.0,https://www.goodreads.com/book/show/4671.The_Great_Gatsby,4
316,Median Gray,Bill Mesce Jr.,4.28,1995.0,1986,22.0,https://www.goodreads.com/book/show/54815513-median-gray,4
317,Sea of Tranquility,Emily St. John Mandel,4.04,314481.0,1980,21.0,https://www.goodreads.com/book/show/58446227-sea-of-tranquility,4
318,Crime and Punishment,Fyodor Dostoevsky,4.29,1153566.0,1970,23.0,https://www.goodreads.com/book/show/7144.Crime_and_Punishment,4
319,The Mousetrap and Other Plays,Agatha Christie,4.04,6713.0,1959,21.0,https://www.goodreads.com/book/show/121655.The_Mousetrap_and_Other_Plays,4
320,Galactic Energies,Luca Rossi,3.96,514.0,1957,20.0,https://www.goodreads.com/book/show/18224520-galactic-energies,4
321,Room,Emma Donoghue,4.08,848515.0,1954,25.0,https://www.goodreads.com/book/show/31685789-room,4
322,The V Girl: A Coming of Age Story,Mya Robarts,3.95,17058.0,1924,20.0,https://www.goodreads.com/book/show/25437891-the-v-girl,4
323,The Polymorph,Max Nowaz,4.28,21697.0,1918,24.0,https://www.goodreads.com/book/show/101265124-the-polymorph,4
324,"Daughter of the Forest (Sevenwaters, #1)",Juliet Marillier,4.29,73235.0,1909,21.0,https://www.goodreads.com/book/show/13928.Daughter_of_the_Forest,4
325,"Treacherous Estate (Jack Ludefance, #1)",Behcet Kaya,4.26,14805.0,1908,22.0,https://www.goodreads.com/book/show/40949958-treacherous-estate,4
326,Lost Boys,Orson Scott Card,3.62,9775.0,1907,20.0,https://www.goodreads.com/book/show/418273.Lost_Boys,4
326,The Wife in the Photo,Emily Shiner,3.58,7837.0,1907,20.0,https://www.goodreads.com/book/show/179641437-the-wife-in-the-photo,4
